"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"186","Apelin signaling pathway","2/137",0.833010771909048,0.98314742794741,0,0,0.618016726403823,0.112917036018705,"SPP1;ITPR2"
"187","Estrogen signaling pathway","2/137",0.833010771909048,0.98314742794741,0,0,0.618016726403823,0.112917036018705,"HSP90AA1;ITPR2"
"188","Chronic myeloid leukemia","1/76",0.834544845542339,0.98314742794741,0,0,0.556738197424893,0.100696568518004,"POLK"
"189","Measles","2/138",0.836016989724904,0.98314742794741,0,0,0.613440860215054,0.109871149406058,"EIF2S1;TLR2"
"190","Antigen processing and presentation","1/77",0.838422920966422,0.98314742794741,0,0,0.549384459001581,0.0968194663604715,"HSP90AA1"
"191","Fluid shear stress and atherosclerosis","2/139",0.838974256713278,0.98314742794741,0,0,0.608931794992544,0.106913355964875,"HSP90AA1;SELE"
"192","Epstein-Barr virus infection","3/201",0.851578075187947,0.98314742794741,0,0,0.631367554858934,0.101438094748425,"PSMD1;POLK;TLR2"
"193","Viral carcinogenesis","3/201",0.851578075187947,0.98314742794741,0,0,0.631367554858934,0.101438094748425,"DDX3X;CHEK1;CDK1"
"194","Taste transduction","1/83",0.859858893357495,0.98314742794741,0,0,0.509028577410238,0.0768566879871064,"PDE1A"
"195","Phospholipase D signaling pathway","2/148",0.863491470841517,0.98314742794741,0,0,0.571129768743556,0.0838254351374787,"CXCL8;PDGFD"
"196","Non-alcoholic fatty liver disease (NAFLD)","2/149",0.865993889502664,0.98314742794741,0,0,0.567215273206057,0.0816094737498306,"CXCL8;EIF2S1"
"197","Colorectal cancer","1/86",0.869487706729641,0.98314742794741,0,0,0.490987124463519,0.0686650813943065,"POLK"
"198","GABAergic synapse","1/89",0.878456252342479,0.98314742794741,0,0,0.47417577058135,0.0614480448876733,"NSF"
"199","Cushing syndrome","2/155",0.880144887074614,0.98314742794741,0,0,0.544802867383513,0.0695542959864376,"USP8;ITPR2"
"200","TGF-beta signaling pathway","1/90",0.881306942170249,0.98314742794741,0,0,0.468823841442832,0.0592355696816409,"ROCK1"
"201","Morphine addiction","1/91",0.884090910376959,0.98314742794741,0,0,0.463590844062947,0.0571122510514931,"PDE1A"
"202","Wnt signaling pathway","2/158",0.886691444281123,0.98314742794741,0,0,0.53424317617866,0.0642471342622301,"ROCK2;RSPO3"
"203","GnRH signaling pathway","1/93",0.889464879414831,0.98314742794741,0,0,0.453466131740996,0.053116871505511,"ITPR2"
"204","Glycerophospholipid metabolism","1/97",0.899478340138516,0.98314742794741,0,0,0.434482296137339,0.0460291873052892,"PLA2G2A"
"205","Hematopoietic cell lineage","1/97",0.899478340138516,0.98314742794741,0,0,0.434482296137339,0.0460291873052892,"ITGA2"
"206","Thermogenesis","3/231",0.908743387461998,0.98314742794741,0,0,0.547442150635209,0.0523861226061715,"ACSL1;ACSL4;FRS2"
"207","Alzheimer disease","2/171",0.911405376230314,0.98314742794741,0,0,0.492816695298085,0.0457173734214994,"ITPR2;IDE"
"208","C-type lectin receptor signaling pathway","1/104",0.914872756720752,0.98314742794741,0,0,0.404808533688904,0.0360159314507017,"ITPR2"
"209","Cytokine-cytokine receptor interaction","4/294",0.915040260635997,0.98314742794741,0,0,0.573262828628882,0.0508984094319884,"IL18RAP;CXCL8;CCL20;IL13RA2"
"210","Parathyroid hormone synthesis, secretion and action","1/106",0.918822086732477,0.98314742794741,0,0,0.397057020232986,0.033615947094875,"ITPR2"
"211","Insulin resistance","1/108",0.922588563442226,0.98314742794741,0,0,0.389595282981028,0.0313904337174249,"GFPT1"
"212","Cholinergic synapse","1/112",0.929606362512731,0.98314742794741,0,0,0.37547848277462,0.0274076946020944,"ITPR2"
"213","Serotonergic synapse","1/113",0.931259262849884,0.98314742794741,0,0,0.37210683629675,0.0265005419277212,"ITPR2"
"214","Thyroid hormone signaling pathway","1/116",0.935989175664633,0.98314742794741,0,0,0.362343720843441,0.023969532469355,"HIF1A"
"215","AMPK signaling pathway","1/120",0.941794345347974,0.98314742794741,0,0,0.350091968117719,0.0209944360241097,"IGF1"
"216","Huntington disease","2/193",0.942087006936036,0.98314742794741,0,0,0.435557056803468,0.0259843081065478,"POLR2B;CLTC"
"217","Relaxin signaling pathway","1/130",0.95411100499217,0.98314742794741,0,0,0.322786705260006,0.0151629883933938,"MMP1"
"218","Systemic lupus erythematosus","1/133",0.957271116149077,0.98314742794741,0,0,0.315401872805306,0.0137731675867693,"C5"
"219","Insulin signaling pathway","1/137",0.961149340919108,0.98314742794741,0,0,0.306062231759657,0.0121278629978055,"SOCS4"
"220","Signaling pathways regulating pluripotency of stem cells","1/139",0.962954645962428,0.98314742794741,0,0,0.301595446911737,0.0113849159410742,"IGF1"
"221","Parkinson disease","1/142",0.965506841332579,0.98314742794741,0,0,0.295132864578577,0.0103597807717191,"LRRK2"
"222","Adrenergic signaling in cardiomyocytes","1/145",0.967883544484623,0.98314742794741,0,0,0.288939556509299,0.00943199963434602,"ATP2B1"
"223","Retrograde endocannabinoid signaling","1/148",0.970096798372887,0.98314742794741,0,0,0.282999036524481,0.00859168670187406,"ITPR2"
"224","Human T-cell leukemia virus 1 infection","1/219",0.994497747531497,0.999971972256754,0,0,0.190130724101272,0.00104903593021065,"CHEK1"
"225","Neuroactive ligand-receptor interaction","1/338",0.999679398344206,0.999971972256754,0,0,0.122234816163829,3.91949677793264e-05,"C5"
"226","Olfactory transduction","1/444",0.999971972256754,0.999971972256754,0,0,0.0924732849572269,2.59185380992596e-06,"PDE1A"
